review_id,review,rating_score,date
4763,"I just love the flavor this place has. I love how I was able to find something on the menu, that wasnt seafood. For starters,  I had, a cup of red beans & rice. A small ceaser salad. Delicious.",5,2014-04-10
4764,"Not the cleanest, comfiest, most convenient place to eat in or take out. Just saying .‍",1,2018-11-20
4765,"I saw the Yelp reviews and I've never been here before so I was excited to try it. Tourist trap. 

We didn't wait long to get a table and the decor was nice. Servers were busy but you could tell all them were attentive. 

Me and my husband got seafood plates. I do not recommend the fish plate. It was chewy and does not taste authentic. All the great seafood in Louisiana, that is unacceptable. 

The drinks are not that good. They have a social media grab where the drinks bubble when you get them but I'm not sure what is going on bc after the first sip these drinks are horrible. 

Too many actual good places in NOLA for me to return here. Not sure what the big hype is about but if your from out of state (which is most of the people that surrounded us) you might like it.",2,2019-11-28
4766,The staff was great and the blackened chicken alfredo was phenomenal and the drinks were pretty delicious!,4,2019-09-09
4767,"Fantastic food and amazing service. Our waiter, Errol, was attentive and friendly and seemed like the kind of guy you'd want to hang with in the quarter. For breakfast, Pain Perdu is a must. Like French toast on steroids. Also can't go wrong with the biscuits and gravy or the Cajun sausage breakfast.",5,2015-08-29
4768,"My favorite dinner in NOLA. From the top-notch service to the quality and value of the food, this spot is the real deal. Their famous crab cake appetizer was substantial and tasty and the red fish specialty was so delicious that I had to keep stopping to marvel at the balance of flavors.  Move Oceana to the top of your culinary ""to do"" list!",5,2019-06-14
4769,"This place is truly amazing, delicious good, great drinks their bartender really makes the drinks perfect, and the service was the best!!
The alligator bites were so good, I had to order a second time. The fried oysters were delicious, and when a kid can't stop eaten them is because they were amazing. 
Crab cakes were good as well. 
This place is must if your in New Orleans. 
A big thanks to Mike and Mary, there service was the best, ate here in two different days.",5,2019-08-14
4770,When I visit New Orleans I always have to eat here!  The food is always amazing! The service was spectacular.. Thanks to Errol! I had the oysters on the half shell and the crab cakes! Yasssss! This place is right off bourbon street on Conti! You can't miss it! The food is seasoned to perfection. I'd definitely recommend this place to everyone I know!,5,2014-09-29
4771,"We visited this restaurant on Christmas Day. Considering it was a holiday, this restaurant was one of the few that was opened so I'm sure that affected the wait. When we walked up there was a line outside the door for people waiting to enter the restaurant. It didn't take that long to be seated (around 10-12 minutes). Even though they were really busy and had a full restaurant the entire time we were there, they managed to get our order out in a timely manner. 

I had the seafood gumbo and my husband had the blackened steak. The gumbo was really good. I cleaned the bowl. My husband ordered steak well done. Although it wasn't well done my husband still enjoyed it. It was more like medium well, with more pink than he is used to, but he really enjoyed it. 

We would definitely visit this restaurant again if we were to visit New Orleans.",4,2019-12-27
4772,"If you find your way to Oceana's, you must get their Oceana's Famous Oysters! Go past the traditional oyster's on a half shell and order these. They are chargrilled and drenched in an amazing garlic and cream sauce. Some of the best in town by far.",5,2016-03-30
4773,"The worst place to make a reservation. Their events planner, Courtney, messed up my reservation that was supposed to be on Christmas Day, and placed it for Christmas Eve. Now, my Christmas is ruined because she messed up my reservation and can't fix it. I will never make a reservation with this restaurant ever again!!",1,2018-12-24
4774,"We came here for a late lunch. Luckily we were seated right away. We ordered fried shrimp platter and Mardi Gras pasta. Mardi Gras pasta was good but not great. Fried shrimp platter was disappointing. The batter was too thick, not seasoned. Shrimps were not fresh either. Overall, I won't recommend this overrated restaurant especially when there is a plenty of good restaurants in the area.",3,2019-08-04
4775,"My family and I waited a bit in line, but it went by pretty fast. Before coming here I heard so many great things about this restaurant... and boy were they right!! The food was soooo delicious and the portions are a lot for a good price. Also our waiter was fantastic. He knew the menu very well, very attentive, and well mannered. I ordered the red fish oceana, Cajun fries, and the gator bites. All of them were just sooo good!! True Louisiana food.",5,2019-07-23
4776,I went here yesterday while on Bourbon St and this place was excellent. The whole staff greets and treats you like family as soon as you walk in. The atmosphere was amazing and made you feel at home. The food was great and they give you big portions as if your eating for 2. I would definitely return back on my next visit to New Orleans,5,2018-10-28
4777,"Best Damn Catfish I've Ever Had !!!!!!!!!! 

I have been here at least ten times when I visit the Nolia. Blackened catfish with jambalaya and sauteed vegetables is the Bomb. I can't get enough of this place. Definitely worth stopping by if you hit up Bourbon St. It may be a hole in the wall but so are most establishments on Bourbon. I'd rather eat swell in a comfy spot than look pretty and eat at some tourist trap BS joint that N.O. is full of just like any other city.",5,2009-02-01
4778,Huge disappointment. Cute restaurant. Mediocre food and VERY small portions. Server never asked how we were enjoying meal. Understand why. Really wish we hadn't wasted a New Orleans meal here. Had Caesar salad which was small with lettuce and croutons. Redfish was dry and super boring. Passed on desert as life too short to have mediocre food and waitstaff in New Orleans.,1,2018-10-12
4779,"Went here with a friend and I kept hearing from other friends how good the place is. I ordered crab cakes which I definately recommend. Not the best crab cakes but very good. My friend ordered fried oysters that came with this amazing parmesean sauce....simply delicious! 
definately recommend",4,2011-02-07
4780,Errol was a great waiter! 5 stars. Would go again.,5,2015-03-07
4781,"A very affordable place that provides a variety of typical New Orleans dishes. The crab cake is a must-have. And the shrimp pasta is remarkable though the ingredient may be extremely fatty. But we are all tourists so who cares about calories. We had lunch and brunch here, and brunch is not as impressive though also satisfying. There are lines in front of almost any restaurant in New Orleans, so I recommend going to this place for your first or second meal. It offers all the things you want to try as a tourist, the food is pretty good, and does not entail a very long wait.",4,2017-07-16
4782,"The Taste of New Orleans platter was amazing ! And to
Die for . Jambalaya, Sausage & Red beans and rice !!! Also best oysters ever and the charbroiled oysters in the sauce was a decadent mouthwatering experience !",5,2018-04-02
4783,"OMG. THIS PLACE IS AMAZING.  Started with the oyster appetizer and the house sauce was delicious.  Ordered half rack of ribs and a side of fettuccine Alfredo.  Let me tell you- this Alfredo is criminally delicious. It's taste is obscene because you make the sounds meant to be heard  in Private. 

The fries were great but I had to ignore them because ... fettuccine. Sampled the jambalaya, red beans and rice and crawfish etouffie. All fabulous. Tried the alligator sausage and turns out it's spicy and good.  Do not hesitate to come here. You must come here. Bring your appetite. 

Angel was our server and did a great job. Attentive, helpful, good humored.",5,2019-05-21
4784,"My friend and I decided to come here around 6 pm on a Friday. It was the only place we could find that had alligator meat. Everywhere else in the French quarter didn't or was way too busy. It was actually my first time eating alligator and I really enjoyed it. We got the gator bites half blackened half fried.  We also got some oysters as well that were delicious.  This place is on the dimmer side but customer service was great. Our waiter was very nice and friendly. He also really knew the dishes that they had and gave us a lot of recommendations. He even discussed items that weren't on the menu. Overall I would definitely be back, it's a nice place to chill, eat, and have a few beers.",4,2015-11-14
4785,"Decent place but you can probably do better. The food was a bit bland (we had Po-Boys and the shrimp platter, and some dessert). The six-year-old left most of her hamburger. They honored the 10% Yelp discount only after being reminded, and then added18% gratuity to the bill. We were here early (5.30 pm) for dinner and there was no wait, but when we left it was easily a 50 ft line outside.",3,2015-07-15
4786,Mary( Murphy )the the server was sooooo nice . With soo much going on she still had a smile !!! Will definitely come back next time I come to this great city !!!,5,2018-10-16
4787,Good and drinks here are great. The fried shrimp and hurricanes are just right. Rome was our server and was awesome. We took advantage of a free dessert the next days  you come in coupon from our receipt the day earlier. The bread pudding was A+!,5,2016-02-11
4788,"Here we are again at one of the top spots in 
Nola ! Fantastic food and simply the best service you will get anywhere in Nola .... 
We had the pleasure of meeting a top customer service rep Jamal . He was on from the time we sat down . Had the BbQ 
Shrimp , grilled oysters ( 2 plates ) 
Fried crawfish tails . Dinner the night before 
Blackened duck with a creole crawfish sauce and some of the best ribs I've ever tasted . 
The manager Tom was inviting and very helpful on places to go while on our trip . 
I can't rave enough about this place and the people that make it work !",5,2015-03-16
4789,"yassss! First restaurant I tried in New Orleans and I am already so impressed by all the items I ordered. My family is visiting from Taiwan so we wanted to go to a local restaurant. I saw oceana grill is rated pretty well and everyone is down to get seafood. I made a reservation in advanced so we didn't have to wait at all. I know shortly after, there is a line outside waiting to get in the restaurant. 
Anyway, I got some recommendation from the waiter and we ordered the famous crab cakes and raw oyster as appetizers. Uh let me tell you, the crab cakes!! It's so good, the mushroom sauce goes so perfectly with them crab cakes. I didn't have any oyster but my brother and dad both seem to enjoy it! 
For entree I got redfish oceana, fried shrimps Poboys, jambalaya pasta, and praline duck to share. I really wish I can tell you what I like and what I don't like but they're seriously all amazing! If I have to pick one within the entree, it will probably be the redfish oceana! It's sooooo damn good :)! 
Oh and great service as well, I will definitely recommend to anyone looking to try new places!",5,2016-06-11
4790,"My first place I every ate when I moved to Louisiana. Also the second place I loved it so much!Crab cakes and the red beans and rice w/sausage was my first order. Alligator is awesome and I've never had it prior.
If your staying at a hotel, ask to see if they have the 10% off coupon!",5,2019-06-01
4791,Oceana is a must! It is located right in the heart of downtown right off of Bourbon Street. As we walked in we were greeted promptly with the friendly host. On the left side you'll see a full bar. Our waitress Ashleigh was phenomenal. Her knowledge of the menu and all the specials were dead on! The appetizers were great but the food was so good I asked for the recipes  Also try the tropical storm cocktail. Instead of pineapple use sprite. It is the most refreshing drink for Southern New Orleans heat. We enjoyed every minute. Also the bus boys cleaned out table right after we took the last bite. What an experience! Wonderful place to visit,5,2017-08-13
4792,"Oceana Grill is one of my new favorites!  I am addicted to their crab cakes, and their banana's foster ice cream cake is to die for :)  I love that it is casual, but has great food with good portions.  Will definitely be a regular stop for me in the French Quarter. I have also been here for the Pain Perdue during brunch, which happened to be during a pre-game radio broadcast for the Saints.  Great atmosphere to have a drink and some food before heading down to the game. I will be back!",4,2012-09-04
4793,"Stopped by for dessert and drinks. Good service, strong drinks, and good creme brule. 

Pro tip: skip the giant line and eat at the bar (full menu). No need to stand in line.",5,2017-12-29
4794,Good local fare. Those who had the Alfredo loved it. Duck was a little on the dry side. Sides were delicious. Checked in on Yelp for a nice discount.,3,2018-07-01
4795,"Wow, so disappointed. We started with appetizers which were only warm and that was the best thing about them. The BBQ shrimp was over cooked and you got 5 shrimp for 12 bucks. The crab cakes were better but were more breading than crab. Our drinks were super weak and after 5 drinks and 6 appetizers we spent over a hundred bucks. Left there and went back to the Hyatt. Way more expensive but but great drinks and food.",2,2016-11-08
4796,"We visited the quarter for an Anniversary day getaway. After a few referrals from friends we decided to try out Oceana. We were not disappointed. We arrived and waited in line maybe 5-7 minutes which wasn't long seeing that it was lunch time. Jamal was our server he was kind,calm and made me feel very welcomed. I had a tropical storm to start with it was wonderful and tasted exactly like you would expect with pineapple and coconut flavors without being overly strong and overwhelmed with alcohol. For our appetizer we got the Oceana chargrilled oysters. These were the best oysters over ever eaten(I am a Louisiana girl so I've eaten my share). As Entrees I decided to go ahead and get an appetizer of crab cakes and a side of red beans.My husband got the special of blackened Ahi tuna with greens and jambalaya. We each sampled one another's dishes the greens were the best I've ever eaten same with the beans it tasted like someone's grandmother was cooking and the crab cakes were full of real  lump crab meat. We will most certainly be back. I'm counting the days.",5,2019-10-16
4797,"We can't think of anything bad to say about our visit to Oceana this past weekend.  

Our new friend Keith over at Johnny White's (hole in the wall) recommended it and we're glad he did.

Not only was the food good (following) but the service was FRIENDLY, fast and attentive.  Lacy was just awesome and obviously works her tush off!  Thank you, Lacy!

Food:  I enjoyed the Ribeye Steak (die-hard red meat fan here) with Shrimp sauce.  Good cut of steak; not great, but good and nicely flavored and well prepared.  Wife had the blackened Aji Tuna which was just off the charts in terms of outright delicious, intense pan-seared flavors; sweet, salt and spice all in one!  My bro had the Crawfish Etouffe which was truly delicious with a mouthful of crawfish in that wonderful sauce!  My sis enjoyed the seafood pasta (Fettucini?) special that was overwhelmed with shrimp, crawfish, red-fish, mussels and clams in a well-balanced cream sauce.  Yum!

Dessert was Pecan Pie; nice, not ""oh my God"" great, but satisfying (note: PLEASE start keeping some 'Nilla ice cream on hand!)  The Chocolate Mousse was closer to gustatory orgasm, however and is well recommended!

Dinner for four WITH drinks AND dessert and with no reservations came to about $40 per person with tip.  In my book that is reasonable for the friendly service and good food!

Also, they're the only place we found in the 1/4 with XRated Vodka; a nice plus!  Cheers!

PS:  We placed an order on Sunday from Johnny White's and enjoyed some of the best fried shrimp we've EVER had!!!  How do they do that?",4,2008-01-29
4798,Great experience! Ghost fries are amazing! Cocktails were delicious! Bread pudding to die for!!!!,4,2019-08-04
4799,"Jerry our waiter was great and so was the food. He gave some great recommendations and I ended up with a tasty and strong blended ""Hulk"" drink and some AWSOME fried crawfish tails. My friend got the Oceana Red Snapper which was also great. Thanks again Jerry for the awesome service. (He even hooked us up with some tour flyers to get our trip started right) check this place out on a Monday afternoon and you might not have to wait in line.",5,2018-10-08
4800,"Do tryout the blackened gator bites, jambalaya and bread pudding! They were fantastic!",5,2019-11-08
4801,All I can say is delicious! They chicken  Fettuccine  Alfredo Was the best I ever had.  My nephew had the Cajun gumbo pasta and he was very impressed with it. My way truce was extremely friendly. And I love the atmosphere! One of my favorite places to eat in New Orleans.,5,2018-11-20
4802,"Tried the eggs with eggplant, hollandaise sauce, ham and cheese. They were great. Who would have thought eggplant and eggs would be so good together. Had a fantastic Bloody Mary to boot. Our waiter was super nice and patient.",5,2011-11-27
4803,Best dinner of my life! The shrimp Alfredo is delicious. Best Alfredo sauce I've ever had!,5,2017-04-30
4804,"Ok, was on business and exhausted from the day and ended up here after everything was done.  My friend and I walked in and sat at the bar just to grab something quick and head back to the hotel.  I couldn't even make a decision on what to eat, so I asked the bartender what she recommended and she said... something? But when I asked where to find it, she said ""oh honey, that's not on the menu"".

I still don't know what it was, but OH MY GOODNESS!!!! That was best meal that week!",5,2019-11-03
4805,It's ok. I was there with a large group so we had to pick from a pre-arranged menu. The redfish was not seasoned that great but the barbeque shrimp was delish. Salad was nothing to write home about. The service team wasn't prepared for the group of 20 because they were really slow and mixed up a lot of orders. Maybe if I went with smaller group and was able pick from the larger menu it would have been better.,3,2016-07-14
4806,Pretty good spot. Drinks were good and I had the shrimp Po-Boy. I would recommend this location to anyone traveling to New Orleans,4,2019-07-01
4807,Excellent service and food! We arrived just before 6:00 pm on a Friday evening and were seated immediately (party of 4). The Charbroiled oysters here are fantastic!,5,2019-07-21
4808,"Best jambalaya, red beans and rice we have had in NOLA. clean and had a short wait to get in - friendly staff.",4,2018-07-06
4809,"There aren't that many dining options on Bourbon street after midnight.  I was hungry so I dropped by for some fried alligator and gumbo.  The fried alligator was really tasty... large chunks of tender fried gator w/ a tangy dipping sauce.   The gumbo was just ok, it tasted a little old, but maybe it could be that it was late and from the bottom of the pot?  

Oceana Grill was featured(?) on the season finale of Kitchen Nightmares season 4.  I would not have dined here if I had watched that episode but I have to admit the food was not as bad as depicted on the show.  After looking at my food pics, they did not use Gordon Ramsey's new gumbo recipe which makes me wonder about what's really going on in that kitchen...  dine w/ caution?",3,2011-09-16
4810,Blackened chicken and bread pudding were great. The jumbalaya rice could've been better. The rice didnt taste fresh. Almost like an instant rice.,3,2020-01-18
4811,"I'd choose this place over Acme any day.  Everything at Acme kinda disappointed to be honest.  Oceana was everything I wanted Acme to be.  Apparently Oceana is family owned and
Acme is corporate.  We had the po boy, jambalaya, crawfish etoufee and red beans and rice.  Everything was perfect except the kids cheeseburger.  That was huge and dry in IMO but I found this true of burgers here.",5,2018-11-25
4812,"Best alligator poboy! Service is great and fast. I ventured out and got the special which was blackened redfish over a cornbread mash and spicy creamed corn on the side. It was a great meal! Also, the hurricanes here were excellent. There's a reason the line is so long. Also, if you check in on Yelp, you get a discount.",5,2019-09-07
4813,"Lawd Have mercy!! This was worth the entire trip to Nawlins. Our server Chris recommended the taste of New Orleans and the crab cakes. Huntey let me tell you , Best dawn crab cakes I've ever encountered in my life!! And I've had crab cakes all over the world.And as for the taste of New Orleans entree dish whew! That crawfish etoufee (forgive the misspelling ) 
Was amazing ! Thank you for a wonderful meal and experience. Chris is awesome.",5,2018-07-05
4814,"This place is incredible. The service was incredible, Whitney was our server and she was very attentive and able to answer all questions we had about food. I had the Blackened Cajun Jambalaya Pasta and it was incredible. The Alligator Bites half fried, half blackened and it was DIVINE. The frozen Jameson coffee drink was delicious and not only cured my hangover, but gave me the pep I needed to continue to conquer Bourbon street. I would 150% revisit this place next time I'm in town.",5,2018-12-30
4815,"We were told that Oceana is the go-to place for good cajun cuisine while visiting the French Quarters. Our group of 8 had to wait for about 40 mins outside, but the hostess was very nice and the line went quickly!  Our server, Mary, took great care of us. When asked, she helped to guide our food choices and spoke highly of the menu items! I chose the shrimp plate and added crawfish, with jambalaya as my side. I also ordered gumbo. I must admit, I wasn't very impressed by the gumbo or the jambalaya which came with a weird red sauce on top. But the seafood was delicious. Mary highly suggested the special which was like a grilled fish topped with lemon butter shrimp and a side of mustard greens. I wish I'd gotten that...ohhhhh soooo good! One of my group mates got the ribs, and that seemed to be a hit as well! The food is great (depending on your selected choice), the ambiance is nice and the staff is friendly and accommodating! I'd say if you've never tried Oceana, give it a shot.  It's definitely worth a try... and if the greens are on the menu, go for it!",4,2019-09-06
4816,"I wanted some great New Orleans Cajun / creole food so I asked around. Of the few people at my hotel and locals I came across, they all mentioned this place. I honestly had one of the best meals in years. The atmosphere was great and the service was great. I started off with the red beans 5stars. Then ordered the fried seafood platter 6 stars. And closed it out with the bread pudding that was so good I actually ordered 2. Great food especially for the Cost. This restaurant is a must if you're visiting New Orleans",5,2019-07-11
4817,"Got mostly apps and food was pretty good. Gator bites hit the spot and cajun fries were solid. Oceana oysters are chargrilled, but they were still pretty jiggly and i like them cooked a bit more like they are at bourbon. Crab cakes were on the bready side and not great. I would give 3.5 stars if i could. Solid place, not amazing.",4,2019-11-16
4818,"Incredible. Ordered the Crawfish etoffee, shrimp creole (off the menu), Mardi gras pasta, soft shell crab side, fried Crawfish side, bananas fosters dessert, creme brulee and the world's BIGGEST oysters when we ordered their famous char grilled garlic oysters. Sauce was amazing and our waitress Kim was incredible. She was wonderful to us. We'll be back for sure!!!",5,2019-10-20
4819,"We decided to try this place after seeing a crowd of people out side their door, waiting to go in.  I have to admit, their service isn't the greatest, and the ambiance isn't glamorous, but the food was worth it. 

We decided to eat on the balcony so we can eat and be entertained by the crazies roaming the streets.  We split a pound of boiled crawdads and ""Taste of N.O."" which was a platter of crawdad ettouffe, red beans, rice, jambalaya, and sausage.  Contrary to some of the reviews below, i thought the ettouffe was pretty good.  Red beans and sausage were AWESOME, jambalaya was ok.  We were going to pass on dessert but tried the bread pudding on the waitress' recommendation.  She wasn't the nicest gal, but she earned her tip when she recommended that dessert.  It was the highlight of the entire meal.

I would definitely go back on our next trip, just for the boiled crawdads and bread pudding alone.  If the ambiance and service turns you off, I'd definitely recommend sitting on the balcony to get distracted by the view.",4,2008-04-01
4820,The food was average and the server was constantly trying to upsell in a sleazy way. The po-boy was entirely bread with a tiny amount of fish. I would go somewhere else unless you're starving.,3,2018-11-19
4821,The service was awesome!  I tried the blackened redfish and it was really good.  I wasn't a big fan of the broccoli Mac n cheese.  Other than that everything was really good.,4,2018-08-03
4822,"I was pleasantly surprised by this restaurant.  I was actually expecting it to be mediocre given how commercialized it was for the area, but the meal we had was very good!  It could be that the food was good due to our lack of protein from post-alcohol recovery, but I thoroughly enjoyed my cajun seafood alfredo. Companions opted for the oyster po boy along with catfish po boy and both also gave high compliments for the po boys.  Highly recommend and check in for the 10% off!  Staff was superrrrrrrr nice as well.",5,2018-01-06
4823,"My honey and I went to MSY as a last minute trip to bring in 2015, and what do you do when you're on holiday?  EAT!  We were told about this restaurant by the Concierge at the Hyatt Regency and he hit the mark - bullseye!

It started with their Ragun' Cajun Bloody Mary which had pickled green beans.  YES, pickled green beans!  I could have just eaten them to be honest; however, then came the entree's.  The Fried Seafood Platter and Taste of New Orleans..YUMMY!!!  Ohhhh, let's see, the Platter...the texture of the seafood, the seasoning, the batter...just YUMMY!  Then I had the Taste of NO and the rice was fluffy, the sausage wasn't overbearing and, well, all I can say is...YUMMY!  To top it off, the waiter was great and not just because he has family in our neck of the woods, Southern California.  For those who have an experience less than what I've posted, I'm sorry for you because our experience was AWESOME!  We will be back!",5,2015-01-03
4824,"Had a great time eating here twice for dinner and once for brunch while in town for my wedding. Everywhere else for a large table was too busy for the two night time meals and would've never got us back as fast as Oceana Grill! For a party of 17 one night (a Friday) we only had to wait about 20 minutes! They have lots of room downstairs and upstairs and are a quick turnaround crew. They were very sweet and gave me and my fiancé congratulations dessert! We passed around the whole table, it was a bread putting and so good!

My only complaint is that they change the menu for the weekend and the prices increase, and they don't have the same sides available for people to know that they can do ala cart (on that weekend menu).

Very tasty food, they are able to make a vegetarian po boy for my fiancé with eggplant fries- So everyone was happy :-)",5,2019-10-18
4825,"Get the shrimp n gator po boy!! Briana was the sweetest waitress I've met yet on Bourbon Street. 

Drinks came quick. Go for the double. Just do the double.",5,2019-10-05
4826,"Sorry, but my review has gone downhill just like the restaurant. My review is based on the food. The service was good, nice table, quick service, and caring staff. But the food was just awful. 

I had the Louisiana Crabmeat Cake served with crawfish, mushroom and cream sauce. It was nothing like it was last year. We didn't finish eating that. Next I ordered Fried Shrimp, mashed potatoes, coleslaw, and Hushpuppies. Those were the worst Fried Shrimp and Hushpuppies I'd ever had. There was way too much breading on the Shrimp.  Even when I pulled off the breading, the shrimp were like rubber. The shrimp and Hushpuppies also tasted like they had been fried in OLD grease. 

I complained to our waiter and he immediately grabbed my plate and brought out the chef. They were both apologetic, and he wanted to fix me another order. It only took him a few minutes and the chef brought me out a new plate piled high with shrimp. Unfortunately they tasted the same. Apparently these are not fresh shrimp, but frozen. The breading was the same and the grease tastes the same. Hard to believe I'm sitting in a restaurant on the Gulf and get frozen shrimp. 

I'm glad the chef and waiter offered to help and both went out of their way to accommodate me. But there was no fixing those yucky, frozen , over breaded shrimp. 

Sorry... But I won't be back again. 

BTW.... You get 10% off with a Yelp Coupon. Wish it was 100% off.",2,2015-12-17
4827,"Fantastic meal and great service. There are so many dining choices in NOLA. Do yourself a favor and eat at Oceana Grill. Blackened redfish was incredible. Fresh southern seafood at its finest!!! Also, they had good options for my kids who don't care for seafood. We will be back!",5,2018-07-05
4828,"Very good meal even with takeout. In the heart of the quarter right off Bourbon St.

Cajun Jambalaya Pasta - highlight of the meal in my mind. recommend ordering, flavorful yet not too heavy
Crawfish Etouffee - very good, full of flavor yet not too salty
Red Beans and Rice - very good, full of flavor. beans were well-cooked yet not too soft
Gumbo - pretty good, generous with the ingredients but flavor is lacking
Crabmeat Cakes - they were okay... nothing to sneeze about
Chargrilled oysters - not even close to as good as Drago's.. would not recommend ordering here",4,2019-03-08
4829,"I LOVED the oysters here - I've never had more fresh and fatter ones in the states before! If you like any form of oysters, I would highly recommend ordering them at this place. The seafood platter consisted of a mixture of fried seafood - very delicious and fried to the perfect level! Definitely call ahead for reservations because we were able to skip the line. This location is also located within the French Quarter so there is opportunity to walk around afterwards after a very filling meal.",5,2019-10-20
4830,"Terrible food. The oysters were disgusting. Definitely not fresh. Sorry, Eddie. Not cool to not notice us not eating our food.",2,2017-09-08
4831,"The food here is ""fresh frozen.""  The fish and crab cakes that I sampled all had the quality from your local Wal-Mart's freezer section.  For the price, avoid.",1,2014-08-08
4832,"My favorite restraint at in New Orleans...I HAVE to go when I'm in town! The gator app is perfect (I get half & half) and this time, I got a special stuffed redfish meal with crawfish etouffee and a side of soft shell crab....heaven.",5,2018-12-09
4833,"AMAZING!!
You cannot leave New Orleans without trying the redfish house dish! I would eat that everyday if I could, and I also loved every aspect of the service",5,2014-12-14
4834,Many people talk about how great this place is I definitely don't see how. Being new to Yelp I don't want to seem like the person to complain but my goodness get it together. Service was terrible....especially to see yall were busy. Then you have these thug people walking around almost like they were looking for something being sneaky. Waited 25 minutes for drinks which the drinks were watery n horrible. On to the food I'm just going to say this trying three different things n they were all cold n flavorless I gave up paid my bill another 15 minutes then to top it off the server tried to put a 20% gratuity. I don't think so. Worse experience. NEVER AGAIN,1,2015-05-12
4835,"So glad my friend told us to try Oceana. We didn't want anything fried so we were happy to see blackened fish and tuna on the menu. Our waitress was Taylor and she was very nice, attentive and helpful with selecting items from the menu. We started with oysters on the half shell which were delicious. For our entree I had blackened red fish topped with this delicious crawfish sauce on top. This was so good! The greens as a side were so good we got another side to go. My husband got the tuna medium rare topped with shrimp and it was also very good. We ended up packing up half and taking it back to our hotel. Would definitely come back.",4,2017-07-17
4836,"I would give the food a 4/5; had the charbroiled oysters. They were delicious and the sauce was outstanding but a little overwhelming. The Taste of New Orleans was perfectly done. 
What brings this rating to a 5 was the amazing customer service, especially on the part of our server, Natalie. She was extremely attentive, welcoming and warm. She brought the dining experience full circle!",5,2018-08-23
4837,"I love the blackened shrimp poboy from here. It's the best I found in New Orleans.

Be sure to check out the back patio if the weather is great.",4,2011-10-21
4838,"After reading the other reviews I expected a wait. I guess 3 pm on a hot July day is the time to come. We walked right in and were quickly greeted by Lloyd our waiter. Drinks (yummy spicy Bloody Mary and the Tropical Storm) were right on point. Our food came quickly as well, everything was tasty - we had the crab cakes, house oysters and gumbo. All that was missing was a huge loaf of French bread to sop up the remainder of the sauce from the oysters so as not to leave a drop. Bananas foster ice cream cake and a hurricane round off the meal. If we were locals I know we would visit here often.",5,2015-07-15
4839,"What the hell did I just eat?  I looked at reviews and came here and oh my god...disgusting, junk food. Everything was deep fried, fatty, and greasy.",1,2017-10-23
4840,"My dad and I were visiting from out of town, and like anyone new to a city, we came immediately to Yelp to find our first dinner spot. We were initially sold on how casual the atmosphere seemed. We arrived around 5pm on a Saturday and waited no more than 10 minutes to be seated. Be warned there are 3-4 floors and narrow stairs (I'm unsure if there is ADA accessibility to the upper floors). Our waitress was Jamie and she was delightful. I ordered a blackened chicken po'boy with fries and my dad ordered BBQ shrimp with a side salad. The food was fresh and hot and very expedient. The manager stopped by to ask how everything was. The prices were also very reasonable (each meal was around $15). All in all, a great first stop in New Orleans!",5,2019-09-08
4841,"Would definitely recommend Oceana. Great location and even better food. If you can, ask for Errol to be your server. He's amazing! I had the crab cakes as an appetizer. They were filled with crabmeat in every bite unlike other places I had been and topped with an awesome Cajun/creamy crawfish & mushroom sauce. I also had the catfish lafouche. It was cooked to perfection and laid over a bed of jambalaya topped off with that same Cajun/creamy crawfish & mushroom & fried crawfish tails. So much flavor and a great atmosphere!",5,2014-12-15
4842,"This was our first food stop in New Orleans. Our favorite part of the meal was the Cajun Fries, they are a must. The sauce on the fries was on point! The Fried Shrimp Po'Boy was good, but the fries stole the show! My husband had blackened Shrimp pasta and it was very good as well. The sauce, again, was amazing. The casual atmosphere is good for anytime of day, and is great for families.",4,2019-08-08
4843,"Visiting from the city of Houston. Our hotel recommended this restaurant and we couldn't of been happier! The food was absolutely delicious and the wait staff was absolutely remarkable. They really went out of their way to make us feel welcomed! We were here for five days and ate here twice! That's really saying something! The atmosphere was absolutely perfect. Do yourself a favor make sure you stop in if you're visiting, you won't be disappointed!",5,2019-10-28
4844,"Came to the Oceana Grill for dinner with the wife on a Monday evening. This was one of the places a coworker had recommended I try while in New Orleans. We got to the restaurant around 6 pm before heading out for an 8 pm tour. There was no line at the door and we were seated promptly on the second floor of the restaurant. We were tucked away in a side room with a few other people, which was nice because it wasn't so loud. Our waitress, Breeann, was great! Since I had already sampled po-boys at a couple of other restaurants, I decided to try the Taste of New Orleans. It included red beans and rice, jambalaya, and crawfish etouffee. I had a couple of big easy IPAs to with my meal. Everything tasted fantastic, and I wish I could have had seconds! I also tried some of my wife's fries and they were bad ass too! Plus, we got 10% off thanks to Yelp! I would definitely recommend this place, you should give it a try.",5,2019-02-26
4845,Excellent food! Had the barbeque shrimp with mashed potatoes and the tastiest garlic bread! Had a hurricane and strawberry margarita on the rocks! Great! Wonderful service with Dori -- very friendly and polite! Will definitely recommend and visit again when in town.,4,2019-08-19
4846,"Amazing food!! I lucked out with Sierra as my server and she was a godsend. She gave me the best and most honest recommendations. Even though she was clearly busy, she never made me feel ignored or rushed. I was also dining alone and occasionally I can see the lack of effort dealing with a solo diner! But again, she did the exact opposite! I honestly don't know what was better - having her serve me or the food!",5,2019-11-13
4847,Had an amazing time!! Bree was wonderful and made our bride to be feel so special! Great food and drinks. Excellent service!,5,2019-07-20
